 "UE1: web-rtc" "UE1: sipp" "UE1: web-server" "UE2: web-rtc" "UE2: sipp" "UE2: web-server" "UE3: web-rtc" "UE3: sipp" "UE3: web-server" Time UE1-Jitter UE2-Jitter UE3-Jitter UE1-CQI UE2-CQI UE3-CQI empty
83 0 0 23568 0 27842 0 384718 0 0  0.0116983474681081 0.0161184920394029 0.0063222534157303 7 10 15 
84 0 0 2853 0 26462 0 13119 0 0  0.0112293239304225 0.016092801840295 0.0064596607136319 7 10 15 
85 0 0 24554 0 26910 0 421190 0 0  0.0110234434324234 0.0161209403934034 0.0063045758484468 8 10 15 
86 0 0 21563 0 27135 0 108814 0 0  0.0112039303923849 0.0161302393023921 0.0064151432052993 10 9 15 
87 0 0 16547 0 27034 0 489239 0 0  0.0110393949493938 0.0161192829183019 0.0064151432052993 8 10 15 
88 0 0 28531 0 30123 0 390219 0 0  0.011302943043943 0.0161032304820182 0.0065473056582327 7 9 15 
89 0 0 5364 0 28932 0 248923 0 0  0.0115039334910394 0.0161301859230492 0.0065443322194407 8 10 15 
90 0 0 26543 0 29321 0 102392 0 0  0.0110340340304034 0.0161000232301304 0.0065030116600333 7 9 15 
91 0 0 25423 0 14234 0 510239 0 0  0.0118204940293949 0.0161102302302301 0.0064630692639695 8 8 15 
92 0 0 19542 0 0 0 480934 0 0  0.0110904903949304 0.0 0.0064572152003576 9 9 15 
93 0 0 25635 0 0 0 520492 0 0  0.0111023203213023 0.0 0.0064327504022665 8 10 15 
94 0 0 13541 0 0 0 460239 0 0  0.011203923023921 0.0 0.0064433325300399 7 8 15 
95 0 0 4562 0 0 0 390231 0 0  0.011403943042934 0.0 0.006426218440345 9 10 15 
96 0 0 0 0 0 0 420312 0 0  0.0 0.0 0.0064152160637693 10 9 15 
97 0 0 0 0 0 0 489201 0 0  0.0 0.0 0.00640063257389 9 10 15 
98 0 0 0 0 0 0 201239 0 0  0.0 0.0 0.0063736727711912 10 9 15 
99 0 0 0 0 0 0 70239 0 0  0.0 0.0 0.0065770293845726 8 10 15 
100 0 0 0 0 0 0 1136 0 0  0.0 0.0 0.0066944829343243 8 9 15 
101 0 0 0 0 0 0 3064 0 148  0.0 0.0 0.0067293202043847 8 9 15 
102 0 0 0 0 0 0 3064 0 22985  0.0 0.0 0.0068238823742782 9 10 15 
103 0 0 0 4666 0 0 3064 0 0  0.0 0.0162003571341163 0.006628329320302 11 10 15 
104 0 0 0 45967 0 0 3230 0 16890  0.0 0.0160799327751448 0.0064829392934724 7 11 15 
105 0 0 0 1211 0 0 2760 0 28686  0.0 0.0160799327751448 0.0063209382019392 13 10 15 
106 0 0 0 40358 0 0 0 0 29493  0.0 0.0160711391243284 0.0062032382939208 6 11 15 
107 0 0 0 36782 0 0 0 0 28620  0.0 0.0169521365171981 0.0060120329382131 5 14 15 
108 0 0 0 19709 0 0 0 0 21008  0.0 0.0170548111091724 0.0060293828392311 6 12 15 
109 0 0 0 86827 0 0 0 0 28686  0.0 0.0168964280116816 0.0059023929329231 7 13 15 
110 0 0 0 92727 0 0 0 0 20612  0.0 0.016706277528463 0.0058023029320329 6 10 15 
111 0 0 0 78122 0 0 0 0 26511  0.0 0.016475846591462 0.0059023920323912 6 10 15 
112 0 0 0 60331 0 0 0 0 29559  0.0 0.0164498631413068 0.0058023023923139 5 10 15 
113 0 0 0 14997 0 0 0 0 15867  0.0 0.016418123212455 0.0060239203024802 6 11 15 
114 0 0 0 179421 0 0 0 0 27730  0.0 0.0166040831888912 0.0060230203203293 7 10 15 
115 0 0 0 90342 0 0 0 0 29493  0.0 0.0165620071244181 0.0059293923923902 6 11 15 
116 0 0 0 287087 0 0 0 0 27453  0.0 0.0161968471111327 0.0058203203920103 6 10 15 
117 0 0 0 222844 0 0 0 0 26574  0.0 0.0160340349349394 0.0057293012321323 8 11 15 
118 0 0 0 234034 0 0 0 0 25766  0.0 0.0161928492581424 0.0057293023230195 11 14 15 
119 0 0 0 289301 0 0 0 0 29637  0.0 0.0162043940394203 0.0058010857910462 10 10 15 
120 0 0 0 340219 0 0 0 0 21646  0.0 0.0166939439493434 0.0058929381928384 10 13 15 
121 0 0 0 430321 0 0 0 0 24676  0.0 0.016530403403941 0.005720310284912 8 12 15 
122 0 0 27664 350232 0 0 0 0 29563  0.0108327523892177 0.0169823918239283 0.0056023918245819 11 10 15 
123 0 0 21868 542032 0 0 0 0 24562  0.0106764252875091 0.016892382302301 0.0055023029391923 9 9 15 
124 0 0 1529 452032 0 0 0 0 25753  0.0106790746717436 0.0163043940340349 0.0055293812384293 8 14 15 
125 0 0 27862 201323 0 0 0 0 26468  0.0104959929715929 0.0166930403490102 0.0054029301239123 9 11 15 
126 0 0 24748 345923 0 0 0 0 27583  0.0104038917707446 0.0168923819238847 0.0055374871293123 8 9 15 
127 0 0 23593 520321 0 0 0 0 29676  0.0102032032120312 0.0164994394935992 0.005793020320129 6 10 15 
128 0 0 21345 479049 0 0 0 0 26895  0.0103210493401239 0.0166384384030423 0.0058903992343939 6 13 15 
129 0 0 28452 389023 0 0 0 0 28563  0.010102102010102 0.0162304030430439 0.0055283192391848 6 13 15 
130 0 0 26453 450393 0 0 0 0 29543  0.010029292929102 0.016792930230202 0.0054823929318234 13 15 15 
131 0 0 21634 490293 0 0 0 0 26863  0.0105694823943842 0.0169090329321424 0.0054020948294241 13 15 9 
132 0 0 12734 270932 0 0 0 0 27453  0.0100230230203203 0.0160930239203293 0.0053923185927192 13 15 8 
133 0 0 25642 320230 0 0 0 0 28564  0.0102010202010201 0.016302030203203 0.0053857389429849 13 15 10 
134 0 0 22852 420302 0 0 0 0 29563  0.0101230230123012 0.0164020329420421 0.0054784382793582 13 15 9 
135 0 0 27532 510230 0 0 0 0 26583  0.0108294820238392 0.0165394938439412 0.0053927593872935 13 15 9 
136 0 0 26427 193023 0 0 0 0 26906  0.0109438243932949 0.0166304394939102 0.0052287395732834 13 15 8 
137 0 0 25935 420310 0 0 0 0 22678  0.0102392392192391 0.0169029302391923 0.0052934685389857 13 15 9 
138 0 0 25213 540321 0 0 0 0 21457  0.0101203293192312 0.0164039123992323 0.0051938758932795 13 15 11 
139 0 0 28996 470921 0 0 0 0 20674  0.0101202392321203 0.016782372939201 0.0052923856827822 13 15 12 
140 0 0 22427 500102 0 0 0 0 29064  0.0102381823812381 0.0166934930403401 0.0051928356893275 13 15 10 
141 0 0 27483 390291 0 0 0 0 25796  0.0102923923829329 0.0168923829319231 0.0051928375688197 13 15 10 
142 0 0 25925 460239 0 0 0 0 27454  0.0107349349394239 0.0169203912039293 0.0052392785728252 13 15 9 
143 0 0 8346 470923 0 0 0 0 26457  0.0102391239129392 0.0162323232382382 0.0051238498283492 13 15 10 
144 0 0 17953 390902 0 0 0 0 25789  0.0103929329392932 0.0160923850192032 0.0050239874324234 13 15 10 
145 0 0 18434 420931 0 0 0 0 23674  0.0102323232323929 0.0169382392938239 0.0050329473294824 13 15 11 
146 0 0 25678 440231 0 0 0 0 29775  0.0107236273625323 0.0166938239293233 0.0050934928418471 13 15 13 
147 0 0 0 402391 0 0 0 0 27683  0.0 0.0168023012595789 0.005009203920932 13 15 12 
148 0 0 0 452192 0 0 0 0 28563  0.0 0.016909949104959 0.0050124768412412 13 15 12 
149 0 0 0 510232 0 0 0 0 19378  0.0 0.0167920309830829 0.0050200318249125 13 15 14 
150 0 0 0 230219 0 0 0 0 11683  0.0 0.0166034082938172 0.0050201481279175 13 15 14 
151 0 0 0 298302 0 0 0 0 12456  0.0 0.0166304238743228 0.0050002301509257 13 15 15 
152 0 0 0 190202 0 0 0 0 0  0.0 0.0168829374387492 0.0 13 15 14 
153 0 0 0 50231 0 0 0 0 0  0.0 0.0168937439483774 0.0 13 15 13 
154 0 0 0 70340 0 0 0 0 0  0.0 0.016693281092831 0.0 13 15 14 
155 0 0 0 110223 0 0 0 0 0  0.0 0.016830498390284 0.0 13 15 11 
156 0 0 0 150231 0 0 0 0 0  0.0 0.0166309482034224 0.0 13 15 14 
157 0 0 0 70231 0 0 0 0 0  0.0 0.0169012931204914 0.0 13 15 9 
158 0 0 0 51023 0 0 0 0 0  0.0 0.0167293182930129 0.0 13 15 14 
159 0 0 0 10231 0 0 0 0 0  0.0 0.0165834739248924 0.0 13 15 10 
160 0 0 0 0 0 0 0 0 0  0.0 0.0163487298346819 0.0 13 15 12 
161 0 0 0 0 0 0 0 0 0  0.0 0.0163458372492384 0.0 13 15 14 
